date,idx,code,shares,sharesChg,sharesChgRatio,nav,closePrice,changePct,turnoverRate,turnoverValue,turnoverVolume,disc,discountRatioCurve,avgDiscountRatioCurve,size,totalMV,totalAssets,stockRatio,bondRatio,ytdReturn,ytdMaxDrawdown,return1M,return3M,return6M,return1Y,return3Y,maxDrawdown1M,maxDrawdown3M,maxDrawdown6M,maxDrawdown1Y,maxDrawdown3Y,indexDailyChange,index1YReturn,holderAccount,institutionHolderRatio,individualHolderRatio,prlistTop20Ratio,isTPlus0
2026-06-25,航空,sz159392,181785500,-2000000,-1.10,1.04,1.04,-0.76,3.97,7320968,,0.11,,,189529562.30,184000000,207085774.15,35.33,0,-32.94,,-11.97,-20.16,-32.94,-32.94,-32.94,1.55,1.55,2.89,2.89,2.89,,,3348,53.46,46.54,54.19,
2026-06-25,物流,sh516910,65641800,-2500000,-3.81,1.14,1.14,-1.04,19.99,14835359,,0.06,,,75035141.58,74000000,115376865.43,63.20,0,-13.48,,-8.08,-11.40,-13.48,-13.48,-20.45,0.58,0.58,1.42,1.42,1.49,,,0,0,0,81.77,
2026-06-25,农业,sz159825,2429077407,-31000000,-1.28,0.67,0.65,-1.36,5.01,79243521,,-0.23,,,1626753139.47,1580000000,3212942394.88,61.84,0,-28.34,,-12.35,-23.43,-28.34,-28.34,-30.15,0.35,0.73,0.73,0.73,1.15,,,0,0,0,77.52,
2026-06-25,养殖,sz159023,123777943,-1000000,-0.81,0.97,0.94,-0.32,4.32,4885181,,-0.08,,,119767537.65,114000000.00,0,0,0,-5.87,,-5.87,-5.87,-5.87,-5.87,-5.87,-0.08,-0.08,-0.08,-0.08,-0.08,,,0,0,0,83.37,
2026-06-25,央企,sh510060,36959200,0,0,2.54,2.54,0.95,0.39,364700,,-0.05,,,93728531.20,94000000,100427183.21,48.22,0,-7.88,,-3.71,-4.63,-7.88,-8.48,-14.58,0.45,0.45,0.65,0.65,6.07,,,0,0,0,70.03,
2026-06-25,央企创新,sh515900,2226046500,0,0,1.72,1.72,0.17,0.07,2763650,,-0.09,,,3819895794,3829000000,3790012528.02,31.97,0,-10.04,,-5.62,-9.57,-10.04,-10.04,-19.85,0.17,0.38,0.44,1.14,2.15,,,0,0,0,55.42,
2026-06-25,央企科技,sh560170,271995500,-10000000,-3.68,1.43,1.52,2.43,8.46,36511122,,0.30,,,389470356.45,436000000.00,364521694.44,50.43,0,-16.21,,-10.37,-10.37,-16.21,-16.44,-34.81,0.63,0.63,1.38,1.38,1.38,,,0,0,0,85.87,
2026-06-25,央企结构调整,sh512960,3871657300,-6000000,-0.15,1.52,1.55,0.91,0.36,21904039.00,,-0.03,,,5882983267.35,6000000000,5674379583.28,37.41,0,-9.62,,-6.87,-8.34,-9.62,-9.62,-19.06,2.30,2.30,2.30,2.30,2.46,,,0,0,0,59.46,
2026-06-25,央企能源,sh562850,235981500,-2000000,-0.85,1.27,1.24,-1.36,4.83,14117411,,-0.13,,,298540195.65,292000000,448967161.79,47.72,0,-17.57,,-10.50,-12.62,-17.57,-17.57,-17.57,0.19,0.38,0.65,1.34,1.34,,,0,0,0,72.81,
2026-06-25,上海国企,sh510810,6065493700,2600000,0.04,0.83,0.82,0.24,0.13,6507696,,-0.28,,,5037999067.22,4987000000,5139345058.05,44.76,0,-17.94,,-7.50,-9.35,-17.94,-17.94,-22.45,0.17,0.17,0.51,0.73,2.68,,,0,0,0,74.69,
2026-06-25,大湾区,sh512970,9987600,0,0,1.67,1.74,2.60,7.52,1295322,,0.17,,,16657319.28,17000000,17323439.19,44.04,0,-12.36,,-6.04,-7.04,-12.36,-12.36,-25.44,4.52,4.52,4.52,4.52,4.64,,,0,0,0,65.79,
2026-06-25,长三角,sh512650,30941600,0,0,1.45,1.50,1.70,6.82,3138511.00,,-0.03,,,44744647.76,46000000,41261707.95,33.16,0,-9.56,,-5.75,-6.02,-9.56,-9.56,-24.71,1.21,1.21,1.29,1.29,2.62,,,0,0,0,52.06,
2026-06-25,科创芯片,sh589130,2477780000,18000000,0.73,1.65,1.80,4.04,5.16,227324399,,0.42,,,4087593666,4465000000,1939418664.86,60.82,0,-19.25,,-15.54,-15.54,-19.25,-19.25,-19.25,0.42,1.99,1.99,1.99,1.99,,,0,0,0,79.47,
2026-06-25,集成电路,sz159546,549927822,0,0,0.98,1.09,5.40,36.11,217257259,,0.56,,,537554446.00,612000000,272303554.79,52.27,0,-21.68,,-16.32,-16.32,-21.68,-21.68,-33.38,0.93,1.68,1.68,1.68,2.11,,,0,0,0,74.65,
2026-06-25,电子,sh515260,884568400,6000000,0.68,1.03,1.13,4.65,13.08,129750927.00,,0.31,,,906859523.68,1004000000.00,447975046.87,45.44,0,-15.59,,-10.63,-10.63,-15.59,-17.36,-28.41,0.87,1.15,1.15,1.62,1.62,,,0,0,0,76.95,
2026-06-25,智能汽车,sh515250,376944500,0,0,1.05,1.07,0.66,5.78,23609882.00,,0.37,,,396281752.85,410000000.00,539895574.56,47.80,0,-21.41,,-13.55,-13.99,-21.41,-22.63,-36.15,0.37,0.37,1.07,1.07,1.16,,,0,0,0,73.30,
2026-06-25,环保,sh512580,591871700,0,0,1.33,1.33,-0.15,0.76,5980505.00,,0.20,,,787426109.68,786000000,963297972.87,45.51,0,-11.83,,-10.55,-11.83,-11.83,-11.83,-35.19,0.33,0.38,0.86,0.86,0.86,,,0,0,0,59.81,
2026-06-25,养老,sh516560,212758000,0,0,0.71,0.69,-0.57,1.69,2485247,,0.29,,,150441181.80,148000000,151883861.82,15.77,0,-23.21,,-7.06,-15.50,-23.21,-24.21,-25.82,0.39,0.50,0.79,0.79,2.31,,,0,0,0,39.01,
2026-06-25,中概互联网,sh513050,33399432700,285000000,0.85,1.03,0.97,-2.99,6.86,2244145731,,0.92,,,34398075737.73,32572000000.00,40141237603.15,92.36,0,-36.98,,-16.31,-21.86,-36.98,-43.59,-43.59,4.81,4.81,4.81,5.15,8.63,,,0,0,0,97.78,
2026-06-25,可转债,sh511380,4327786700,-1000000,-0.02,13.96,13.89,-0.68,12.22,7392540926,,-0.13,,,60402053414.56,60258000000.00,60829949127.49,0,17,-9.05,,-2.74,-5.26,-9.05,-9.05,-11.52,0.14,0.23,0.31,0.38,2.20,,,0,0,0,3.46,
2026-06-25,短融,sh511360,717288600,-7954000,-1.11,113.59,113.59,0,27.73,22682714551,,-0.01,,,81478174922.34,81800000000,91576476390.08,0,2.83,-0.02,,-0.02,-0.02,-0.02,-0.04,-1.06,0.01,0.02,0.05,0.05,0.06,,,0,0,0,0,
2026-06-25,十年国债,sh511260,144016500,-1560000,-1.08,135.90,134.74,0.07,5.07,977881019,,0.02,,,19571842350,19293000000,15162792809.96,0,49.45,-0.47,,-0.47,-0.47,-0.62,-1.29,-2.25,0.04,0.05,0.06,0.06,1.08,,,0,0,0,99.13,
2026-06-25,国债ETF,sh511100,120100500,4800000,4,109.21,109.30,0.07,51.82,6833096509,,0.01,,,13115959424.10,13182000000,10906832208.01,0,65.20,-0.83,,-0.55,-0.71,-0.83,-2.83,-2.83,0.18,0.27,0.27,0.29,0.88,,,0,0,0,99.34,
2026-06-25,30年国债,sh511090,249408100,-5350000,-2.15,116.58,116.83,0.25,15.39,4485519105,,-0.04,,,29074824079.93,29146000000.00,19596343042.31,0,97.94,-2.27,,-1.32,-1.58,-2.27,-8.75,-9.30,0.35,0.61,0.67,0.80,1.74,,,0,0,0,112.79,
2026-06-25,信用债,sh511200,194197500,240000,0.12,102.80,102.81,0,12.31,2457363641,,0.01,,,19962687370.50,19967000000,14401139585.59,0,10.34,-0.30,,-0.30,-0.30,-0.30,-1.54,-1.54,0.07,0.07,0.07,0.13,0.40,,,0,0,0,0,
2026-06-25,恒生科技,hk03033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-25,恒生指数,sh513600,635829500,0,0,2.57,2.52,-1.83,10.79,173918608,,-0.12,,,1632810156,1604000000,2069292257.97,53.55,0,-19.16,,-9.78,-12.57,-19.16,-19.16,-26.91,0.36,0.40,0.76,0.80,3.46,,,0,0,0,70.41,
2026-06-25,恒生国企,sh510900,3610021900,0,0,0.97,0.94,-2.39,4.98,168431960,,-0.32,,,3490891177.30,3361000000,4459667825.83,51.71,0,-20.33,,-10.53,-13.12,-20.33,-23.02,-27.65,0.50,0.50,0.78,0.78,4.30,,,0,0,0,74.35,
2026-06-25,恒生互联网,sh513330,73931480000,664000000,0.90,0.35,0.34,-3.12,9.44,2401330885,,0.03,,,26038667256,25289000000,33504660470.69,84.38,0,-37.21,,-16.82,-21.30,-37.21,-43.30,-43.30,0.77,0.77,1.52,1.52,7.33,,,0,0,0,97.20,
2026-06-25,恒生医疗,sh513060,11580393300,0,0,0.47,0.47,-0.63,13.29,721656885,,-0.19,,,5391831120.48,5443000000,6288055430.21,58.43,0,-32.11,,-12.52,-25.65,-32.11,-38.70,-38.70,0.56,0.65,2.23,2.23,10.47,,,0,0,0,76.26,
2026-06-25,港股科技,sh513020,3016145400,-51000000,-1.69,0.89,0.89,-1.22,7.97,212930522.00,,-0.49,,,2694021071.28,2671000000,4356726804.16,66.64,0,-26.36,,-13.94,-16.06,-26.36,-36.01,-37.20,0.36,0.47,1.24,1.69,11.72,,,0,0,0,87.26,
2026-06-25,中概互联,sz159605,4568486155,100000000,2.19,0.76,0.72,-3.49,10.34,346292339,,0.66,,,3488952876.57,3329000000,4188161060.43,86.87,0,-35.17,,-15.22,-20.24,-35.17,-42.24,-42.24,4.33,4.82,4.82,4.82,7.06,,,0,0,0,97.15,
2026-06-25,标普生物科技,sz159502,1111323019,-2000000,-0.18,1.47,1.52,2.43,24.32,408516428,,0.04,,,1633644837.93,1687000000,1886213997.49,13.65,0,-10.64,,-6.67,-8.03,-11.29,-11.29,-32.34,0.83,2.89,5.12,5.87,5.87,,,0,0,0,24.66,
2026-06-25,标普油气,sh513350,857746000,-10000000,-1.17,1.11,1.07,-1.66,31.57,282012286,,-1.79,,,947895104.60,893000000,1028588861.74,27.54,0,-35.42,,-19.28,-35.42,-35.42,-35.42,-38.53,12.72,27.28,28.75,28.75,28.75,,,0,0,0,51.86,
2026-06-25,纳斯达克100,sh513300,5189171000,750000,0.01,2.56,2.72,1.38,4.01,563169349,,8.04,,,13297769604.60,14106000000,10534872125.27,45.71,0,-12.63,,-9.91,-9.91,-12.63,-16.33,-26.89,11.99,11.99,11.99,11.99,11.99,,,0,0,0,65.16,
2026-06-25,标普500,sh513500,9931638600,0,0,2.41,2.52,-0.20,1.38,346327740,,6.16,,,23935249026,25008000000,20958247094.45,35.54,0,-12.93,,-4.84,-4.84,-12.93,-13.63,-24.93,7.50,7.50,8.36,8.83,10.66,,,0,0,0,46.66,
2026-06-25,日经225,sh513520,1053387200,500000,0.05,2.29,2.59,5.06,33.90,915844740,,8.26,,,2416996930.40,2733000000,1780773603.80,0,0,-15.97,,-6.30,-6.65,-15.97,-15.97,-24.20,9.45,9.45,9.45,9.45,20.72,,,43847,14.05,85.95,0,
2026-06-25,德国DAX,sz159561,1578499489,-1000000,-0.06,1.31,1.28,-0.39,3.62,72102757,,-0.93,,,2067202930.79,1996000000,1883019803.08,61.84,0,-19.52,,-5.95,-6.45,-19.52,-19.52,-35.67,1.43,6.16,6.32,6.32,51.41,,,0,0,0,0,
2026-06-25,法国CAC40,sh513080,632416000,500000,0.08,1.76,1.74,0.23,4.48,49326171.00,,0.05,,,1110396012.80,1103000000,998736495.85,54.17,0,-20.30,,-4.36,-6.49,-20.30,-20.30,-20.30,2.81,8.63,9.93,9.93,17.18,,,0,0,0,0,
2026-06-25,东南亚科技,sh513730,891355000,0,0,1.17,1.15,0.96,2.93,30030974,,0.60,,,1045381144,1025000000,1039767397.68,0,0,-21.14,,-8.84,-10.07,-21.14,-22.70,-31.97,3.89,4.24,4.24,4.98,7.72,,,0,0,0,0,
2026-06-25,沙特,sh520830,1221119000,-1500000,-0.12,0.91,0.90,-0.11,1.42,15336118.00,,-0.76,,,1112073073.30,1086000000,1317787249.67,0,0,-8.62,,-2.72,-6.69,-8.62,-10.63,-31.93,1.64,2.04,4.75,4.75,25.71,,,0,0,0,99.47,
2026-06-25,政金债,sh511580,64472800,-2146000,-3.33,109.38,109.42,0.03,28.69,2237914721,,0.01,,,7052163809.60,7802000000,5388889015.40,0,63.13,-0.17,,-0.07,-0.08,-0.17,-0.17,-0.63,0.01,0.02,0.13,0.13,0.50,,,0,0,0,95.89,
2026-06-26,沪深300,sh510300,22886587700,-1790100000,-7.82,4.97,4.96,-1.84,1.33,1375165591.00,2759246,0.03,0.03,0.00,113762361480.39,1027.89,200092908189.41,22.93,0,-7.63,0.44,-4.69,-5.54,-7.63,-7.63,-21.95,0.44,0.44,0.44,0.49,3.42,1.56,0,0,0,0,36.90,✗
2026-06-26,沪深300,sh510310,15741644000,-1279800000,-8.13,4.82,4.81,-1.78,0.40,270522211,559305,0.14,0.14,0.00,75865279093.60,666.67,137426933234.62,23.23,0,-7.57,0.46,-4.59,-5.44,-7.57,-7.57,-21.79,0.46,0.46,0.46,0.46,1.58,1.56,0,0,0,0,38,✗
2026-06-26,沪深300,sh510330,10534749800,-1192500000,-11.32,5.18,5.17,-1.73,0.46,210922559,406236,0.15,0.15,0.07,54557362264.24,452.85,90331420930.59,23.28,0,-7.65,0.73,-4.63,-5.45,-7.65,-7.65,-21.03,0.51,0.73,0.73,0.73,3.03,1.56,0,0,0,0,35.72,✗
2026-06-26,沪深300,sz159919,8598816676,-893700000,-10.39,5.18,5.17,-1.86,1.03,410365412,790421,-0.29,-0.29,0.00,44571106358.38,395.29,93081381417.62,23.25,0,-7.55,0.29,-4.64,-5.62,-7.55,-7.55,-21.37,0.19,0.29,0.29,0.39,3.07,1.56,0,0,0,0,36.17,✗
2026-06-26,上证50,sh510050,6793866800,-549900000,-8.09,3.02,3.02,-1.24,3.92,769967129,2533869,-0.05,-0.05,0.03,20548729523.28,195.40,66750104213.97,45.53,0,-11.34,0.27,-4.76,-7.11,-11.34,-11.34,-17.91,0.13,0.13,0.27,0.27,1.96,1.14,0,0,0,0,72.01,✗
2026-06-26,中证500,sh510500,4321368600,-4400000,-0.10,8.98,8.98,-1.16,2.31,885871409,983842,0.09,0.09,-0.24,38819718407.52,383.14,72830564772.30,6.67,0,-14.02,0.47,-7.82,-10.45,-14.02,-14.02,-28.43,0.36,0.36,0.47,0.47,3.85,1.08,0,0,0,0,21.81,✗
2026-06-26,中证1000,sh512100,3035217600,-174000000,-5.73,3.55,3.54,-0.87,4.66,488013480,1381471,0.12,0.12,0.07,10784735176.32,104.98,23271942274.97,4.37,0,-13.52,0.41,-6.89,-9.45,-13.52,-13.52,-35.87,0.41,0.41,0.41,0.41,4,0.37,0,0,0,0,12.58,✗
2026-06-26,上证180,sh510180,4562057700,-42000000,-0.92,4.12,4.11,-1.34,0.29,54620671,132201,0.26,0.26,0.17,18780622933.59,185.46,21573550251.59,24.40,0,-10.27,0.64,-6.06,-7.43,-10.27,-10.27,-19.56,0.64,0.64,0.64,0.64,1.06,1.12,0,0,0,0,42.66,✗
2026-06-26,上证380,sh530380,150705000,-4000000,-2.65,1.18,1.18,-0.51,1.44,2560999,21656,-0.21,-0.21,-0.09,178103169,1.78,252602850.27,10.61,0,-12.62,0.55,-6.56,-8.54,-12.62,-12.62,-12.62,0.36,0.36,0.55,0.55,0.55,0.79,0,0,0,0,21.80,✗
2026-06-26,深证100,sz159901,969434930,25900000,2.67,4.09,4.08,-2.65,5.91,231420534,563132,-0.06,-0.06,-0.17,3967412451.03,38.92,6172049623.57,42.61,0,-6.30,0.35,-6.30,-6.30,-6.30,-8.99,-28.56,0.19,0.21,0.35,0.35,0.86,2.36,0,0,0,0,61.15,✗
2026-06-26,深证50,sz159150,86997623,0,0,1.78,1.79,-2.30,3.53,5506733,30719,0,0,-0.03,155090662.52,1.55,136331799.21,54,0,-7.49,0.42,-6.36,-6.36,-7.49,-8.80,-22.49,0.42,0.42,0.42,0.44,0.44,2.51,0,0,0,0,74.65,✗
2026-06-26,中证A500,sz159338,18275086664,-297000000,-1.63,1.33,1.32,-1.93,6.12,1464411008.00,11021812,0.07,0.07,0.00,24245557477.13,238.27,29160389016.98,20.29,0,-8.30,0.33,-5.98,-7.10,-8.30,-8.30,-14.83,0.22,0.33,0.33,0.43,0.55,1.54,0,0,0,0,33.25,✗
2026-06-26,中证A500,sz159339,1664086841,-15000000,-0.90,1.34,1.33,-1.84,2.26,49946411,373126,0,0,-0.01,2224884106.42,22.02,2565238989.48,20.11,0,-8.01,0.98,-5.87,-7.06,-8.01,-8.01,-15.32,0.36,0.36,0.98,0.98,0.98,1.54,0,0,0,0,33,✗
2026-06-26,中证A500,sz159353,2870161812,-33000000,-1.15,1.34,1.34,-1.76,1.66,63779531,474233,-0.01,-0.01,-0.01,3852905216.43,38.23,4000666322.15,20.13,0,-8.44,0.83,-5.84,-7.10,-8.44,-8.44,-14.29,0.83,0.83,0.83,0.83,0.83,1.54,0,0,0,0,32.81,✗
2026-06-26,上证指数,sh510760,2090503700,-21000000,-1,1.33,1.32,-1.05,2.41,65742599,498256,0.08,0.08,0.23,2783296626.18,27.26,2744481744.14,19.57,0,-9.04,0.42,-5.15,-7.47,-9.04,-9.04,-17.98,0.42,0.42,0.42,0.46,4.97,0.23,0,26916,59.36,40.64,31.13,✗
2026-06-26,中证A50,sz159591,353405682,-12000000,-3.40,1.40,1.39,-1.56,3.44,17063526,122629,-0.26,-0.26,-0.54,496075555.82,4.94,536229854.18,55.46,0,-7.86,0.49,-4.81,-5.73,-7.86,-7.86,-16.69,0.21,0.21,0.49,0.49,1.52,0,0,0,0,0,76.72,✗
2026-06-26,国证2000,sz159628,353283250,69000000,19.53,1.54,1.53,-0.58,5.47,29564853,193382,-0.01,-0.01,-0.18,545398681.35,5.42,520208757.58,6,0,-14.71,0.60,-7.63,-10.35,-14.71,-14.71,-34.24,0.30,0.51,0.60,0.60,2.55,-0.12,0,0,0,0,11.07,✗
2026-06-26,创业板指,sz159915,11143454936,-220000000,-1.97,4.27,4.28,-2.66,4.71,2230197329,5172204,0.06,0.06,-0.04,47543550484.44,470.17,51269327032.20,57.09,0,-7.67,0.82,-7.67,-7.67,-7.67,-12,-33.72,0.25,0.82,0.82,0.82,6.93,2.84,0,0,0,0,69.81,✗
2026-06-26,创业板50,sz159949,12552785113,81000000,0.65,2.05,2.05,-2.88,3.51,897599095,4338335,-0.12,-0.12,-0.12,25728188367.60,253.83,20720212362.14,68.69,0,-8.38,0.52,-8.38,-8.38,-8.38,-12.96,-34.93,0.52,0.52,0.52,0.54,5.71,3.15,0,0,0,0,85.84,✗
2026-06-26,科创50,sh588000,31202668200,-459000000,-1.47,2.10,2.15,-1.24,4.68,3134855112,14525658,0,0,0.14,65447596549.50,667.68,68696834867.33,55,0,-19.27,0.25,-14.48,-15.77,-19.27,-19.27,-36.48,0.16,0.16,0.25,1.05,6.22,3.87,0,0,0,0,80.07,✗
2026-06-26,科创50,sh588080,18850628100,-201000000,-1.07,2.03,2.08,-1.47,2.07,815670084.00,3899944,0.15,0.15,0.14,38321441864.49,392.16,37328386788.43,55.21,0,-19.03,0.30,-14.58,-15.60,-19.03,-19.03,-36.98,0.24,0.25,0.30,1.20,4.76,3.87,0,0,0,0,81.12,✗
2026-06-26,科创100,sh588220,3221697900,52500000,1.63,2.09,2.10,-0.57,3.04,207759644,990101,0.01,0.01,0.01,6720783989.19,68.40,8206198091.75,26.15,0,-14.84,0.61,-7.37,-8.36,-14.84,-14.84,-39.87,0.32,0.43,0.61,1,6.45,1.17,0,0,0,0,48.49,✗
2026-06-26,中证800,sh515800,3111437200,-4500000,-0.14,1.38,1.38,-1.71,0.67,29125772,209607,0.14,0.14,-0.24,4305917941.08,43.16,5127834017.57,16.29,0,-8.60,0.58,-5.47,-6.89,-8.60,-8.60,-22.62,0.28,0.41,0.58,0.69,0.98,1.42,0,0,0,0,30.20,✗
2026-06-26,MSCI中国A股,sh515770,36727300,-3000000,-8.17,1.51,1.51,0,1.32,737280,4853,-1.26,-1.26,0.12,55542695.79,0.55,57814892.57,18.60,0,-7.89,4.56,-5.07,-6.56,-7.89,-7.89,-20.48,0.58,0.58,4.56,4.56,6.64,0,0,0,0,0,28.72,✗
2026-06-26,沪深300价值,sz159510,61128342,0,0,1.20,1.20,-0.99,0.60,444444,3685,-0.04,-0.04,-0.04,73580185.27,0.73,78470747.01,31.09,0,-8.45,0.49,-4.07,-7.47,-8.45,-8.45,-16.71,0.13,0.46,0.49,0.59,4.93,0,0,0,0,0,47.09,✗
2026-06-26,沪深300成长,sz159656,262238451,-4000000,-1.53,1.35,1.35,-2.53,1.37,4883373,36015,-0.22,-0.22,-0.09,354546385.75,3.53,274197296.90,43.88,0,-6.67,0.62,-6.67,-6.67,-6.67,-8.17,-30.35,0.38,0.62,0.62,1.29,1.29,2.29,0,0,0,0,62.57,✗
2026-06-26,中证红利,sh515180,11784637000,80000000,0.68,1.33,1.30,-1.14,1.09,170121203,1301367,0.22,0.22,0.09,15690065701.80,156.25,12479401241.77,17.87,0,-11.60,0.27,-8.41,-10.28,-11.60,-11.60,-15.95,0.22,0.27,0.27,0.27,0.39,-1.22,0,0,0,0,32.85,✗
2026-06-26,中证红利,sh515080,7756148900,105000000,1.35,1.47,1.44,-1.10,1.92,216848981,1501488,0.17,0.17,0.09,11401538883,112.69,8907977722.74,17.80,0,-11.92,0.25,-8.38,-10.41,-11.92,-11.92,-15.82,0.25,0.25,0.25,0.25,0.45,-1.22,0,0,0,0,32.50,✗
2026-06-26,红利低波,sh563020,10327910000,106000000,1.03,1.09,1.08,-0.37,1,111862736,1038805,0.09,0.09,0.09,11273946556,112.35,7528097279.38,24.95,0,-10.51,0.37,-8.08,-9.92,-10.51,-12.82,-14.70,0.37,0.37,0.37,0.37,0.66,0,0,0,0,0,46.76,✗
2026-06-26,半导体,sh512480,8385003600,-2000000,-0.02,2.64,2.75,-0.68,4.89,1163640774,4199129,0.36,0.36,0.14,22170788018.76,236.41,19978484676.90,46.19,0,-19.90,0.55,-14.05,-15.03,-19.90,-19.90,-37.24,0.43,0.43,0.55,0.61,0.61,0,0,0,0,0,65.57,✗
2026-06-26,半导体设备,sz159558,2944854641,18000000,0.61,3.88,4.10,2.32,5.25,660795301,1612005,0.31,0.31,0.14,11413962103.05,125.89,4873179894.69,64.72,0,-19.70,0.59,-12.92,-15.34,-19.70,-19.70,-25.05,0.48,0.48,0.59,1.03,2.36,0,0,0,0,0,88.13,✗
2026-06-26,芯片,sz159995,10321963006,86800000,0.84,3.00,3.13,-1.39,3.45,1137770170,3610069,0.56,0.56,0.14,30966921214.30,327.87,23087719346.45,68.87,0,-21.71,0.66,-15.29,-15.91,-21.71,-21.71,-34.41,0.66,0.66,0.66,0.66,0.86,5.46,0,0,0,0,89.72,✗
2026-06-26,人工智能,sz159819,10995229669,-50000000,-0.45,2.10,2.11,-3.26,1.56,359238567.00,1697549,0.03,0.03,0.14,23097678965.67,229.53,22190048024.58,57.30,0,-15.85,0.73,-9.40,-9.93,-15.85,-15.85,-38.63,0.09,0.24,0.73,0.89,1.79,0,0,0,0,0,81.39,✗
2026-06-26,新能源,sh516270,319409000,0,0,0.71,0.71,-0.28,5.03,11382010,159971,0.01,0.01,-0.04,226429040.10,2.25,288957127.77,55.35,0,-14.10,0.51,-12.99,-14.10,-14.10,-14.10,-43.63,0.38,0.38,0.51,1.22,2.10,0.22,0,0,0,0,77.28,✗
2026-06-26,新能源车,sh515700,628510200,-2000000,-0.32,2.56,2.45,-3.20,1.95,30411580,122969,0.15,0.15,0.08,1606534922.22,15.43,1870514535.22,53.94,0,-17.86,0.20,-10.55,-17.86,-17.86,-17.86,-42.61,0.19,0.20,0.20,0.25,1.72,0,0,0,0,0,73.55,✗
2026-06-26,新能源电池,sz159071,191911738,-20000000,-10.42,1.03,1.02,-1.45,3.01,5295464.00,51689,-0.33,-0.33,-0.06,197592325.44,1.75,0,0,0,-3.75,-0.03,-3.75,-3.75,-3.75,-3.75,-3.75,-0.03,-0.03,-0.03,-0.03,-0.03,0.68,0,0,0,0,80.01,✗
2026-06-26,锂电池,sz159840,2162574851,11000000,0.51,0.91,0.88,-2.76,3.25,62402715,700192,0.10,0.10,0.05,1964482994.65,18.96,1532680631.97,67.16,0,-17.98,0.41,-9.63,-17.98,-17.98,-17.98,-42.79,0.41,0.41,0.41,1.11,1.57,-0.59,0,0,0,0,87.50,✗
2026-06-26,电池,sz159175,368270382,1000000,0.27,1.12,1.09,-1.97,4.60,20095873,181721,0.03,0.03,0.09,414267352.71,4.33,0,0,0,-14.80,0.33,-11.41,-14.80,-14.80,-14.80,-14.80,0.31,0.33,0.33,0.33,0.33,0,0,0,0,0,72.25,✗
2026-06-26,医药,sh512010,49412694900,-488000000,-0.99,0.34,0.34,-0.59,2.10,354617899.00,10384184,0.21,0.21,-0.07,16785492457.53,167.88,17250088312.12,74.35,0,-21.95,0.58,-6.98,-15.12,-21.95,-29.82,-31.47,0.58,0.58,0.58,0.58,1.27,0.40,0,0,0,0,99.51,✗
2026-06-26,医疗,sh512170,84887820500,-318000000,-0.37,0.30,0.30,-0.66,1.10,280040692,9300561,0,0,-0.15,25483323714.10,254.03,28087072044.19,51.18,0,-25.38,0.50,-9.06,-14.66,-25.38,-27.61,-37.73,0.50,0.50,0.50,0.50,0.91,0.75,0,0,0,0,77.59,✗
2026-06-26,医疗器械,sz159883,9344037843,18000000,0.19,0.42,0.41,-1.68,0.93,35579944,867801,-0.29,-0.29,-0.21,3921692682.71,38.18,5584787734.12,43.96,0,-24.73,0.92,-10.90,-15.59,-24.73,-26.58,-33,0.24,0.24,0.92,0.92,0.92,0,0,0,0,0,63.05,✗
2026-06-26,创新药,sh516080,3116554800,107000000,3.43,0.61,0.61,-1.29,3.67,71281110,1159695,0.28,0.28,0.17,1906708226.64,19.32,1253576569.12,46.05,0,-21.94,0.55,-8.02,-18.55,-21.94,-28.95,-33.09,0.49,0.55,0.55,0.98,0.98,0,0,0,0,0,69.75,✗
2026-06-26,生物医药,sz159859,12863240054,-21600000,-0.17,0.34,0.34,-0.87,1.31,57780060,1679131,0.73,0.73,0.49,4394082802.45,44.08,4026778974.38,55.91,0,-24.17,0.73,-9.09,-20.40,-24.17,-30.89,-40.89,0.73,0.73,0.73,0.73,0.73,0.97,0,0,0,0,83.77,✗
2026-06-26,疫苗,sh562860,350895000,0,0,0.61,0.60,-1.49,1.35,2816364,47247,-0.33,-0.33,-0.26,213273981,2.08,226110325.53,44.57,0,-22.96,0.79,-10.12,-20.85,-22.96,-27.78,-41.42,0.27,0.79,0.79,0.79,1.81,0,0,5312,8.58,91.42,72.03,✗
2026-06-26,中药,sz159647,1563461752,-1500000,-0.10,0.83,0.81,-1.22,0.51,6453985,79699,-0.20,-0.20,-0.04,1295015369.18,12.62,1447691046.14,54.70,0,-18.28,0.20,-8.09,-14.44,-18.28,-23.91,-30.74,0.07,0.20,0.20,0.50,1.86,0,0,0,0,0,82.27,✗
2026-06-26,军工,sh512660,5401080000,-4000000,-0.07,1.26,1.25,-1.19,1.91,126764936,1023913,-0.05,-0.05,-0.05,6820483824,66.89,9420670450.98,35.31,0,-27.53,1.66,-9.57,-18.08,-27.53,-27.53,-36.16,0.28,0.28,1.66,1.66,1.66,-0.13,0,0,0,0,57.03,✗
2026-06-26,国防,sh512670,1947652600,-2000000,-0.10,0.85,0.84,-0.94,2.30,37111195,443413,0.05,0.05,0.05,1653362292.14,16.24,2835088214.48,42.11,0,-26.13,1.31,-9.72,-16.89,-26.13,-26.13,-40.17,0.27,0.27,1.31,1.31,1.31,0.10,0,0,0,0,65.58,✗
